Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0016032~viral process	79	5.370496261046907	1.4573548201858324E-20	ABI1_HUMAN, P53_HUMAN, RBM15_HUMAN, TOP1_HUMAN, CCR3_HUMAN, SF3B2_HUMAN, CH60_HUMAN, NUP93_HUMAN, NUP98_HUMAN, NU153_HUMAN, FBLN1_HUMAN, PLCG1_HUMAN, MPIP3_HUMAN, MCE1_HUMAN, CREB3_HUMAN, BRD4_HUMAN, P73_HUMAN, LCK_HUMAN, 1433E_HUMAN, NU155_HUMAN, STAT3_HUMAN, CAMLG_HUMAN, TF2B_HUMAN, RBX1_HUMAN, HOIL1_HUMAN, NU107_HUMAN, CCNT1_HUMAN, GBF1_HUMAN, CCD86_HUMAN, UBR4_HUMAN, DC1L1_HUMAN, CUL5_HUMAN, SP1_HUMAN, RBP2_HUMAN, CRTC1_HUMAN, SP100_HUMAN, UCKL1_HUMAN, RB_HUMAN, WAPL_HUMAN, CREB1_HUMAN, SNW1_HUMAN, SUV91_HUMAN, NPM_HUMAN, NFX1_HUMAN, P121A_HUMAN, VIME_HUMAN, MINT_HUMAN, TBP_HUMAN, DDB1_HUMAN, KLC1_HUMAN, CUL4A_HUMAN, HNRPK_HUMAN, CBX5_HUMAN, BICD1_HUMAN, RAB6A_HUMAN, ATF7_HUMAN, MAGI3_HUMAN, SRCAP_HUMAN, TAF4_HUMAN, RB15B_HUMAN, HTAI2_HUMAN, UBN1_HUMAN, SEPT6_HUMAN, MORC3_HUMAN, NUPL2_HUMAN, TPR_HUMAN, H2AX_HUMAN, IF4G1_HUMAN, SND1_HUMAN, RBL1_HUMAN, PACS1_HUMAN, B0LPF3_HUMAN, T2AG_HUMAN, RAE1L_HUMAN, NU133_HUMAN, RCOR1_HUMAN, NU188_HUMAN, CD3Z_HUMAN, IF4H_HUMAN	1396	299	16792	3.178139164933733	6.096115212837337E-17	6.096115212837337E-17	2.721333797213684E-17
GOTERM_BP_DIRECT	GO:0000398~mRNA splicing, via spliceosome	62	4.214819850441876	1.5194299405934822E-17	SRSF2_HUMAN, SNUT1_HUMAN, RBM15_HUMAN, RPB9_HUMAN, ZCHC8_HUMAN, SF3B2_HUMAN, CWC15_HUMAN, DDX5_HUMAN, SNRPA_HUMAN, SF3B5_HUMAN, E9PAU2_HUMAN, SF3B1_HUMAN, PININ_HUMAN, PTBP1_HUMAN, GPKOW_HUMAN, HNRL1_HUMAN, BUD13_HUMAN, RBM5_HUMAN, SRSF4_HUMAN, DDX23_HUMAN, NCBP1_HUMAN, LSM3_HUMAN, CATIN_HUMAN, PRP4B_HUMAN, DHX16_HUMAN, TRA2A_HUMAN, T2FA_HUMAN, SUGP1_HUMAN, SRSF9_HUMAN, RBMX2_HUMAN, TRA2B_HUMAN, AQR_HUMAN, PAPOA_HUMAN, UBP49_HUMAN, ROA2_HUMAN, D3DU92_HUMAN, SNW1_HUMAN, HNRH3_HUMAN, MINT_HUMAN, SRS11_HUMAN, SRRM2_HUMAN, HNRPK_HUMAN, PRP16_HUMAN, B4DY08_HUMAN, RALY_HUMAN, PCF11_HUMAN, SRSF6_HUMAN, HNRPF_HUMAN, SRS10_HUMAN, A4D0W0_HUMAN, PCBP1_HUMAN, RSRC1_HUMAN, RPB11_HUMAN, PRPF3_HUMAN, CWC27_HUMAN, RBMX_HUMAN, RBM22_HUMAN, ROA0_HUMAN, LSM7_HUMAN, HNRPD_HUMAN, SNURF_HUMAN, PCBP2_HUMAN	1396	222	16792	3.3593536229639382	6.355775441502536E-14	3.177887720751268E-14	2.8372473144928222E-14
GOTERM_BP_DIRECT	GO:0051301~cell division	78	5.3025152957172	1.1808837502377257E-15	NUMA1_HUMAN, NIPA_HUMAN, SKA1_HUMAN, BOREA_HUMAN, PDS5B_HUMAN, CDA7L_HUMAN, CND2_HUMAN, CDK2_HUMAN, TPX2_HUMAN, CENPF_HUMAN, WEE1_HUMAN, TIM_HUMAN, MPIP3_HUMAN, CCNG1_HUMAN, MS18A_HUMAN, SEPT1_HUMAN, TNKS1_HUMAN, SGO2_HUMAN, CYTSA_HUMAN, ZN830_HUMAN, MARE3_HUMAN, HAUS8_HUMAN, CCNT1_HUMAN, KTNB1_HUMAN, CCNK_HUMAN, SMC4_HUMAN, PTTG1_HUMAN, MS18B_HUMAN, NSE2_HUMAN, DC1L1_HUMAN, MARE2_HUMAN, CDC7_HUMAN, CDCA5_HUMAN, DSN1_HUMAN, DNLI1_HUMAN, F1D8N4_HUMAN, NEK2_HUMAN, RB_HUMAN, WAPL_HUMAN, CDC42_HUMAN, PP1A_HUMAN, KIF2A_HUMAN, HAUS6_HUMAN, KIF14_HUMAN, RS3_HUMAN, SKA3_HUMAN, CDK1_HUMAN, ARP19_HUMAN, PAR6G_HUMAN, TBA1B_HUMAN, SPAG5_HUMAN, CLAP2_HUMAN, LMLN_HUMAN, KTNA1_HUMAN, PDS5A_HUMAN, TPR_HUMAN, ARF6_HUMAN, SEPT9_HUMAN, J3QKN8_HUMAN, CCNF_HUMAN, STAG2_HUMAN, CLAP1_HUMAN, CENPJ_HUMAN, APC1_HUMAN, CD2AP_HUMAN, BABA1_HUMAN, ZWINT_HUMAN, NEK1_HUMAN, KC1A_HUMAN, B2RNT7_HUMAN, KIFC1_HUMAN, CCNA1_HUMAN, HAUS5_HUMAN, CABL1_HUMAN, TS101_HUMAN, REEP4_HUMAN, NDE1_HUMAN, TACC1_HUMAN	1396	350	16792	2.6806713057715923	5.108469203207733E-12	1.7028600751700651E-12	2.275957200481571E-12
GOTERM_BP_DIRECT	GO:0007067~mitotic nuclear division	60	4.078857919782461	7.728361672097929E-14	SGT1_HUMAN, NUMA1_HUMAN, SRSF2_HUMAN, NIPA_HUMAN, SKA1_HUMAN, CDK2_HUMAN, TPX2_HUMAN, CENPF_HUMAN, WEE1_HUMAN, TIM_HUMAN, MPIP3_HUMAN, KIF22_HUMAN, CCNG1_HUMAN, TOPK_HUMAN, MS18A_HUMAN, PB1_HUMAN, TNKS1_HUMAN, ZN830_HUMAN, MARE3_HUMAN, PMYT1_HUMAN, HAUS8_HUMAN, CCNK_HUMAN, PTTG1_HUMAN, MS18B_HUMAN, DC1L1_HUMAN, NSE2_HUMAN, ABL1_HUMAN, MARE2_HUMAN, INCE_HUMAN, CDCA5_HUMAN, F1D8N4_HUMAN, NEK2_HUMAN, AURKB_HUMAN, HAUS6_HUMAN, RS3_HUMAN, NOLC1_HUMAN, DCTN3_HUMAN, SKA3_HUMAN, CDK1_HUMAN, ARP19_HUMAN, LMLN_HUMAN, KTNA1_HUMAN, CTRO_HUMAN, TPR_HUMAN, J3QKN8_HUMAN, CCNF_HUMAN, CEP55_HUMAN, STAG2_HUMAN, ANLN_HUMAN, MYPT1_HUMAN, APC1_HUMAN, RS6_HUMAN, CD2AP_HUMAN, BABA1_HUMAN, NEK1_HUMAN, KC1A_HUMAN, B2RNT7_HUMAN, CCNA1_HUMAN, HAUS5_HUMAN, REEP4_HUMAN	1396	248	16792	2.91015805527313	3.232267786756893E-10	8.080669466892232E-11	1.4428458428028534E-10
GOTERM_BP_DIRECT	GO:0045944~positive regulation of transcription from RNA polymerase II promoter	149	10.129163834126444	3.0403256610235343E-13	B0LPE5_HUMAN, NIPBL_HUMAN, ARI4A_HUMAN, P53_HUMAN, CSKP_HUMAN, SSBP2_HUMAN, NELFE_HUMAN, A2AP_HUMAN, RAI1_HUMAN, SPI1_HUMAN, IRF4_HUMAN, CSN5_HUMAN, PRKDC_HUMAN, KS6A3_HUMAN, XRCC6_HUMAN, LEO1_HUMAN, BRD4_HUMAN, CREB3_HUMAN, SIX6_HUMAN, HMGN3_HUMAN, P73_HUMAN, ETS1_HUMAN, FOXK2_HUMAN, FUBP3_HUMAN, SOX4_HUMAN, NCOA2_HUMAN, WWTR1_HUMAN, FHL5_HUMAN, NCOA3_HUMAN, PER1_HUMAN, NUCKS_HUMAN, VDR_HUMAN, TNR5_HUMAN, RUNX1_HUMAN, CRTC1_HUMAN, LPIN1_HUMAN, SIN3A_HUMAN, PBX1_HUMAN, SNW1_HUMAN, SOX1_HUMAN, MEF2D_HUMAN, HMGA1_HUMAN, RBTN1_HUMAN, IL17_HUMAN, HTF4_HUMAN, NFAC3_HUMAN, GATA3_HUMAN, SENP1_HUMAN, MED1_HUMAN, NFKB1_HUMAN, HNRPK_HUMAN, MTG8R_HUMAN, TIF1B_HUMAN, SPT4H_HUMAN, LDB1_HUMAN, NFAC4_HUMAN, KPCD2_HUMAN, DDX3X_HUMAN, JUNB_HUMAN, FADD_HUMAN, MEF2A_HUMAN, PCGF5_HUMAN, MITF_HUMAN, MYPT1_HUMAN, RBL1_HUMAN, EGLN1_HUMAN, ARI4B_HUMAN, SENP2_HUMAN, NFAC1_HUMAN, TAF9B_HUMAN, RBMX_HUMAN, SSBP3_HUMAN, HXB4_HUMAN, TAL1_HUMAN, DOT1L_HUMAN, TP53B_HUMAN, KLF13_HUMAN, STING_HUMAN, CTBP2_HUMAN, HCFC1_HUMAN, WWOX_HUMAN, TFDP2_HUMAN, DDX5_HUMAN, CK5P3_HUMAN, STK16_HUMAN, AKT1_HUMAN, TNKS1_HUMAN, IKZF2_HUMAN, STAT3_HUMAN, CTCF_HUMAN, MK14_HUMAN, SMAD1_HUMAN, RNF10_HUMAN, AUTS2_HUMAN, CCNT1_HUMAN, KDM6B_HUMAN, SUMO2_HUMAN, RBM14_HUMAN, CCNK_HUMAN, AGAP2_HUMAN, SPAG8_HUMAN, SP1_HUMAN, F1D8N4_HUMAN, NRL_HUMAN, HS105_HUMAN, Q9HBD4_HUMAN, CDK9_HUMAN, CREB1_HUMAN, RB_HUMAN, TNIP1_HUMAN, WBP2_HUMAN, BARX1_HUMAN, A4_HUMAN, NCOA7_HUMAN, CHD8_HUMAN, RERE_HUMAN, IL2_HUMAN, ATF2_HUMAN, P63_HUMAN, ELF1_HUMAN, CNBP_HUMAN, ARI3A_HUMAN, NCK1_HUMAN, EGFR_HUMAN, KLF4_HUMAN, TR150_HUMAN, GABP1_HUMAN, PML_HUMAN, MEIS1_HUMAN, TAF4_HUMAN, RAF1_HUMAN, NFAC2_HUMAN, MYC_HUMAN, SMRC1_HUMAN, STAT6_HUMAN, ATRX_HUMAN, PHIP_HUMAN, PCBP1_HUMAN, F1D8N7_HUMAN, CXCR3_HUMAN, NFIC_HUMAN, SAFB1_HUMAN, F1D8P8_HUMAN, IF16_HUMAN, T2AG_HUMAN, NUCL_HUMAN, GLIS2_HUMAN, IKZF1_HUMAN, PSIP1_HUMAN, D3DPA4_HUMAN, TGFB1_HUMAN	1396	981	16792	1.8269819989543445	1.2715444253075248E-9	2.5430890726596544E-10	5.676237258001038E-10
GOTERM_BP_DIRECT	GO:0000122~negative regulation of transcription from RNA polymerase II promoter	119	8.089734874235214	3.6578714247620473E-13	NIPBL_HUMAN, P53_HUMAN, CBX6_HUMAN, NOC2L_HUMAN, SPI1_HUMAN, TIM_HUMAN, H14_HUMAN, JARD2_HUMAN, P73_HUMAN, SDS3_HUMAN, DNMT1_HUMAN, NCOA2_HUMAN, WWTR1_HUMAN, PER1_HUMAN, SUV92_HUMAN, TNFL6_HUMAN, VDR_HUMAN, ZGPAT_HUMAN, ROA2_HUMAN, SIN3A_HUMAN, BCL6_HUMAN, SNW1_HUMAN, PF21A_HUMAN, AURKB_HUMAN, SUV91_HUMAN, BRMS1_HUMAN, MINT_HUMAN, RBTN1_HUMAN, CHD4_HUMAN, AJUBA_HUMAN, GATA3_HUMAN, MED1_HUMAN, NFKB1_HUMAN, TIF1B_HUMAN, SPT4H_HUMAN, CUX1_HUMAN, VPS72_HUMAN, J3KPH8_HUMAN, JUNB_HUMAN, VINEX_HUMAN, TPR_HUMAN, VLDLR_HUMAN, MEF2A_HUMAN, MITF_HUMAN, RBL1_HUMAN, HEXI2_HUMAN, HOMEZ_HUMAN, NCOR1_HUMAN, SMRC2_HUMAN, RCOR1_HUMAN, TAF9B_HUMAN, HXB4_HUMAN, TAL1_HUMAN, UBP3_HUMAN, H6UYS5_HUMAN, SIN3B_HUMAN, CTBP2_HUMAN, ZEP1_HUMAN, RHG35_HUMAN, PSN1_HUMAN, HCFC1_HUMAN, SEM4D_HUMAN, DDX5_HUMAN, Q549H9_HUMAN, SFPQ_HUMAN, H12_HUMAN, DMAP1_HUMAN, RNF12_HUMAN, STAT3_HUMAN, CTCF_HUMAN, CBX8_HUMAN, CNOT2_HUMAN, HDAC8_HUMAN, ZNF8_HUMAN, RFC1_HUMAN, NSD2_HUMAN, SP100_HUMAN, Q9HBD4_HUMAN, RB_HUMAN, SUFU_HUMAN, TCF25_HUMAN, NFX1_HUMAN, TCAL1_HUMAN, AES_HUMAN, PIAS1_HUMAN, CHD8_HUMAN, RERE_HUMAN, ATF2_HUMAN, P63_HUMAN, UB2D1_HUMAN, BPTF_HUMAN, KLF4_HUMAN, ZN217_HUMAN, ATF7_HUMAN, A2I2P0_HUMAN, A8K401_HUMAN, NFAC2_HUMAN, KDM2B_HUMAN, RYBP_HUMAN, MYC_HUMAN, CIC_HUMAN, ATN1_HUMAN, STAT6_HUMAN, HXC8_HUMAN, F1D8N7_HUMAN, H13_HUMAN, Z280C_HUMAN, RFX5_HUMAN, NFIC_HUMAN, F1D8P8_HUMAN, BCOR_HUMAN, H15_HUMAN, IF16_HUMAN, SP130_HUMAN, BTG2_HUMAN, F1D8S3_HUMAN, GLIS2_HUMAN, H32_HUMAN, IKZF1_HUMAN, TGFB1_HUMAN	1396	720	16792	1.9880690862782553	1.5302187295063163E-9	2.550364364140023E-10	6.830980225913663E-10
GOTERM_BP_DIRECT	GO:0006406~mRNA export from nucleus	34	2.311352821210061	1.8672505344994646E-12	P121A_HUMAN, SRSF2_HUMAN, SMG5_HUMAN, SMG1_HUMAN, ZC11A_HUMAN, SRS11_HUMAN, RENT2_HUMAN, NUP93_HUMAN, NUP98_HUMAN, NU153_HUMAN, PRP16_HUMAN, GLE1_HUMAN, SRSF6_HUMAN, BUD13_HUMAN, SRSF4_HUMAN, NU155_HUMAN, NCBP1_HUMAN, UIF_HUMAN, SRS10_HUMAN, NUPL2_HUMAN, TPR_HUMAN, THOC5_HUMAN, NU107_HUMAN, SRSF9_HUMAN, THOC2_HUMAN, RBMX2_HUMAN, RAE1L_HUMAN, RBP2_HUMAN, ROA2_HUMAN, NU133_HUMAN, NU188_HUMAN, RENT1_HUMAN, D3DU92_HUMAN, ALKB5_HUMAN	1396	100	16792	4.089742120343839	7.810849411704623E-9	1.1158356461038466E-9	3.4867997378285054E-9
GOTERM_BP_DIRECT	GO:0016569~covalent chromatin modification	35	2.379333786539769	1.622450717902661E-11	LMBL3_HUMAN, CHD8_HUMAN, RSF1_HUMAN, CBX6_HUMAN, TIF1B_HUMAN, BPTF_HUMAN, JARD2_HUMAN, BRD4_HUMAN, PB1_HUMAN, HMGN3_HUMAN, SMRD2_HUMAN, CHD2_HUMAN, CTCF_HUMAN, SMRC1_HUMAN, VPS72_HUMAN, UBN1_HUMAN, CBX3_HUMAN, HIRA_HUMAN, ATRX_HUMAN, ARID2_HUMAN, DNMT1_HUMAN, TLK2_HUMAN, SMCA1_HUMAN, RBL1_HUMAN, BABA1_HUMAN, BAG6_HUMAN, BRD9_HUMAN, F1D8N4_HUMAN, NCOR1_HUMAN, SMRC2_HUMAN, IKZF1_HUMAN, SMCA5_HUMAN, EMSY_HUMAN, Q9HBD4_HUMAN, RB_HUMAN	1396	113	16792	3.7256890737125032	6.786693984572878E-8	8.48336778602743E-9	3.0296110065108905E-8
GOTERM_BP_DIRECT	GO:0006351~transcription, DNA-templated	240	16.315431679129844	1.4574957498471203E-10	SCML2_HUMAN, P53_HUMAN, RPB9_HUMAN, ZN644_HUMAN, KMT2C_HUMAN, TIM_HUMAN, PININ_HUMAN, JARD2_HUMAN, HNRL1_HUMAN, XRCC6_HUMAN, CREB3_HUMAN, KHDR1_HUMAN, CBX3_HUMAN, ZBTB9_HUMAN, NCOA3_HUMAN, PER1_HUMAN, TCAL4_HUMAN, MNX1_HUMAN, ZGPAT_HUMAN, VDR_HUMAN, ZBT40_HUMAN, PHF2_HUMAN, ARGL1_HUMAN, PF21A_HUMAN, TASOR_HUMAN, MEF2D_HUMAN, CHD4_HUMAN, KDM2A_HUMAN, TRFL_HUMAN, Q2L6J2_HUMAN, SPT4H_HUMAN, COMD1_HUMAN, GON4L_HUMAN, RB15B_HUMAN, LZTS1_HUMAN, VPS72_HUMAN, KDM3B_HUMAN, ZN408_HUMAN, MEF2A_HUMAN, PCGF5_HUMAN, NSD3_HUMAN, ZN212_HUMAN, IN80B_HUMAN, SMBP2_HUMAN, SMCA1_HUMAN, ELP1_HUMAN, JHD2C_HUMAN, HEXI2_HUMAN, SSBP3_HUMAN, HXB4_HUMAN, TAL1_HUMAN, SP30L_HUMAN, BCLF1_HUMAN, CTBP2_HUMAN, ZKSC8_HUMAN, LIMD1_HUMAN, TFDP2_HUMAN, TDIF1_HUMAN, ZN239_HUMAN, IKZF2_HUMAN, MK14_HUMAN, CNO6L_HUMAN, CBX8_HUMAN, RNF10_HUMAN, ARID2_HUMAN, LRRF1_HUMAN, AAPK2_HUMAN, BRPF1_HUMAN, PPR1B_HUMAN, CCAR2_HUMAN, ZNF8_HUMAN, EDF1_HUMAN, RFC1_HUMAN, BRD9_HUMAN, F1D8N4_HUMAN, ZN397_HUMAN, SP100_HUMAN, D3DU92_HUMAN, RB_HUMAN, MGAP_HUMAN, BAZ1B_HUMAN, TCF25_HUMAN, AES_HUMAN, PHF20_HUMAN, ILF3_HUMAN, P63_HUMAN, CNBP_HUMAN, RS3_HUMAN, BPTF_HUMAN, RBBP5_HUMAN, ZN217_HUMAN, ATF7_HUMAN, PML_HUMAN, RYBP_HUMAN, KDM2B_HUMAN, SMRC1_HUMAN, ATN1_HUMAN, STAT6_HUMAN, ATRX_HUMAN, CXXC1_HUMAN, F1D8N7_HUMAN, HXC8_HUMAN, PHB2_HUMAN, TREF1_HUMAN, SAFB1_HUMAN, E5KNY5_HUMAN, BCOR_HUMAN, TDIF2_HUMAN, SP130_HUMAN, B4DXD3_HUMAN, RBM39_HUMAN, PSIP1_HUMAN, FIZ1_HUMAN, IWS1_HUMAN, LMBL3_HUMAN, CDA7L_HUMAN, SFR1_HUMAN, Z512B_HUMAN, T22D4_HUMAN, CBX6_HUMAN, NOC2L_HUMAN, BRD4_HUMAN, PHF6_HUMAN, P73_HUMAN, PB1_HUMAN, TF3C1_HUMAN, E2F3_HUMAN, FUBP3_HUMAN, SDS3_HUMAN, NCOA2_HUMAN, DNMT1_HUMAN, ZN335_HUMAN, SUV92_HUMAN, I2BP2_HUMAN, TNFL6_HUMAN, ZN165_HUMAN, CIR1_HUMAN, YLPM1_HUMAN, CRTC1_HUMAN, LPIN1_HUMAN, SIN3A_HUMAN, WAC_HUMAN, BCL6_HUMAN, HDA11_HUMAN, BRMS1_HUMAN, SUV91_HUMAN, MINT_HUMAN, TPC2A_HUMAN, AJUBA_HUMAN, MTG8R_HUMAN, MPP8_HUMAN, LDB1_HUMAN, RALY_HUMAN, D4PHA4_HUMAN, CUX1_HUMAN, DDX3X_HUMAN, SLTM_HUMAN, ZN606_HUMAN, TFPT_HUMAN, PHF8_HUMAN, COMD6_HUMAN, AN32A_HUMAN, J3KPH8_HUMAN, CSK21_HUMAN, ZZZ3_HUMAN, HM20B_HUMAN, RBL1_HUMAN, ARI4B_HUMAN, SET1A_HUMAN, COMDA_HUMAN, HOMEZ_HUMAN, SMRC2_HUMAN, RCOR1_HUMAN, EMSY_HUMAN, FUBP2_HUMAN, SIN3B_HUMAN, CAF1B_HUMAN, BAZ2A_HUMAN, PHF3_HUMAN, TP53B_HUMAN, SRA1_HUMAN, RHG35_HUMAN, ELOA2_HUMAN, ZN592_HUMAN, SFPQ_HUMAN, RBCC1_HUMAN, TRRAP_HUMAN, ZF64A_HUMAN, CNOT3_HUMAN, DMAP1_HUMAN, RNF12_HUMAN, CHD2_HUMAN, STAT3_HUMAN, SMAD1_HUMAN, CNOT2_HUMAN, MOV10_HUMAN, ZN446_HUMAN, CCNT1_HUMAN, HDAC8_HUMAN, RRAGC_HUMAN, RBM14_HUMAN, SFSWA_HUMAN, ZN318_HUMAN, KAT6A_HUMAN, NSD2_HUMAN, NCOA5_HUMAN, Q9HBD4_HUMAN, ZN490_HUMAN, TCAL1_HUMAN, NCOA7_HUMAN, PIAS1_HUMAN, SAFB2_HUMAN, CHD8_HUMAN, RERE_HUMAN, ZNF24_HUMAN, MED20_HUMAN, STAT2_HUMAN, A2I2P0_HUMAN, GABP1_HUMAN, AF9_HUMAN, SRCAP_HUMAN, NAB1_HUMAN, SMRD2_HUMAN, FOXK1_HUMAN, CIC_HUMAN, HIRA_HUMAN, TF3C2_HUMAN, Z280C_HUMAN, NFIC_HUMAN, RFX5_HUMAN, IN80E_HUMAN, RPB11_HUMAN, F1D8P8_HUMAN, FLII_HUMAN, SND1_HUMAN, IF16_HUMAN, CNOT8_HUMAN, BTG2_HUMAN, F1D8S3_HUMAN, IKZF1_HUMAN, HNRPD_HUMAN	1396	1955	16792	1.4766633201181307	6.096700712054925E-7	6.774113736618403E-8	2.721595948607103E-7
GOTERM_BP_DIRECT	GO:0016925~protein sumoylation	34	2.311352821210061	2.1699910693930542E-10	P121A_HUMAN, TP53B_HUMAN, PIAS1_HUMAN, P53_HUMAN, BOREA_HUMAN, SENP1_HUMAN, RN168_HUMAN, TOP1_HUMAN, NUP93_HUMAN, HNRPK_HUMAN, NUP98_HUMAN, TIF1B_HUMAN, NU153_HUMAN, B4DY08_HUMAN, PML_HUMAN, MDC1_HUMAN, NU155_HUMAN, CBX8_HUMAN, J3KPH8_HUMAN, NUPL2_HUMAN, TPR_HUMAN, NU107_HUMAN, SUMO2_HUMAN, MITF_HUMAN, STAG2_HUMAN, NSE2_HUMAN, INCE_HUMAN, RAE1L_HUMAN, SENP2_HUMAN, RBP2_HUMAN, NU133_HUMAN, NU188_HUMAN, SP100_HUMAN, AURKB_HUMAN	1396	117	16792	3.4955060857639655	9.077067621987567E-7	9.077071327912023E-8	4.0520464761328867E-7
